time,event,chamber,treatment,Sex,Density
456.9288888888889,1,134,Male/40x,Male,40x
456.9288888888889,1,134,Male/40x,Male,40x
456.9288888888889,1,136,Male/40x,Male,40x
456.9288888888889,1,136,Male/40x,Male,40x
456.9288888888889,1,139,Male/40x,Male,40x
456.9288888888889,0,139,Male/40x,Male,40x
456.9288888888889,1,143,Male/40x,Male,40x
456.9288888888889,1,143,Male/40x,Male,40x
456.9288888888889,1,143,Male/40x,Male,40x
456.9288888888889,1,155,Male/40x,Male,40x
456.9288888888889,1,155,Male/40x,Male,40x
456.9288888888889,1,155,Male/40x,Male,40x
456.9288888888889,1,155,Male/40x,Male,40x
456.9288888888889,1,158,Male/40x,Male,40x
456.9288888888889,1,170,Male/40x,Male,40x
456.9288888888889,1,183,Male/40x,Male,40x
456.9288888888889,1,183,Male/40x,Male,40x
456.9288888888889,1,183,Male/40x,Male,40x
456.9288888888889,1,184,Male/40x,Male,40x
456.9288888888889,1,184,Male/40x,Male,40x
456.9288888888889,1,200,Male/40x,Male,40x
504.23555555555555,1,12,Male/40x,Male,40x
504.23555555555555,1,14,Male/40x,Male,40x
504.23555555555555,1,20,Male/40x,Male,40x
504.23555555555555,1,23,Male/40x,Male,40x
504.23555555555555,1,24,Male/40x,Male,40x
504.23555555555555,1,56,Male/40x,Male,40x
504.23555555555555,1,67,Male/40x,Male,40x
504.23555555555555,1,67,Male/40x,Male,40x
504.23555555555555,1,67,Male/40x,Male,40x
504.23555555555555,1,67,Male/40x,Male,40x
504.23555555555555,1,84,Male/40x,Male,40x
504.23555555555555,1,84,Male/40x,Male,40x
504.23555555555555,1,95,Male/40x,Male,40x
504.23555555555555,1,114,Male/40x,Male,40x
504.23555555555555,1,114,Male/40x,Male,40x
504.23555555555555,1,118,Male/40x,Male,40x
504.23555555555555,1,118,Male/40x,Male,40x
504.23555555555555,1,118,Male/40x,Male,40x
504.23555555555555,1,122,Male/40x,Male,40x
504.23555555555555,1,127,Male/40x,Male,40x
504.23555555555555,1,128,Male/40x,Male,40x
504.23555555555555,1,128,Male/40x,Male,40x
504.23555555555555,1,129,Male/40x,Male,40x
504.23555555555555,1,132,Male/40x,Male,40x
504.23555555555555,1,135,Male/40x,Male,40x
504.23555555555555,1,135,Male/40x,Male,40x
504.23555555555555,1,135,Male/40x,Male,40x
504.23555555555555,1,135,Male/40x,Male,40x
504.23555555555555,1,139,Male/40x,Male,40x
504.23555555555555,1,139,Male/40x,Male,40x
504.23555555555555,1,145,Male/40x,Male,40x
504.23555555555555,1,155,Male/40x,Male,40x
504.23555555555555,1,164,Male/40x,Male,40x
504.23555555555555,1,170,Male/40x,Male,40x
504.23555555555555,1,183,Male/40x,Male,40x
577.2211111111111,1,17,Male/40x,Male,40x
577.2211111111111,1,22,Male/40x,Male,40x
577.2211111111111,1,22,Male/40x,Male,40x
577.2211111111111,1,22,Male/40x,Male,40x
577.2211111111111,1,29,Male/40x,Male,40x
577.2211111111111,1,29,Male/40x,Male,40x
577.2211111111111,1,30,Male/40x,Male,40x
577.2211111111111,1,32,Male/40x,Male,40x
577.2211111111111,1,32,Male/40x,Male,40x
577.2211111111111,1,33,Male/40x,Male,40x
577.2211111111111,1,33,Male/40x,Male,40x
577.2211111111111,1,37,Male/40x,Male,40x
577.2211111111111,1,37,Male/40x,Male,40x
577.2211111111111,1,40,Male/40x,Male,40x
577.2211111111111,1,40,Male/40x,Male,40x
577.2211111111111,1,40,Male/40x,Male,40x
577.2211111111111,1,40,Male/40x,Male,40x
577.2211111111111,1,44,Male/40x,Male,40x
577.2211111111111,1,47,Male/40x,Male,40x
577.2211111111111,1,50,Male/40x,Male,40x
577.2211111111111,1,53,Male/40x,Male,40x
577.2211111111111,1,95,Male/40x,Male,40x
577.2211111111111,1,95,Male/40x,Male,40x
577.2211111111111,1,98,Male/40x,Male,40x
577.2211111111111,1,115,Male/40x,Male,40x
577.2211111111111,1,120,Male/40x,Male,40x
577.2211111111111,1,120,Male/40x,Male,40x
577.2211111111111,1,122,Male/40x,Male,40x
577.2211111111111,1,122,Male/40x,Male,40x
577.2211111111111,1,129,Male/40x,Male,40x
577.2211111111111,1,129,Male/40x,Male,40x
577.2211111111111,1,135,Male/40x,Male,40x
577.2211111111111,1,135,Male/40x,Male,40x
577.2211111111111,1,137,Male/40x,Male,40x
577.2211111111111,1,158,Male/40x,Male,40x
577.2211111111111,1,164,Male/40x,Male,40x
577.2211111111111,1,183,Male/40x,Male,40x
577.2211111111111,1,184,Male/40x,Male,40x
577.2211111111111,1,184,Male/40x,Male,40x
626.9811111111111,1,12,Male/40x,Male,40x
626.9811111111111,1,12,Male/40x,Male,40x
626.9811111111111,1,16,Male/40x,Male,40x
626.9811111111111,1,21,Male/40x,Male,40x
626.9811111111111,1,21,Male/40x,Male,40x
626.9811111111111,1,23,Male/40x,Male,40x
626.9811111111111,1,23,Male/40x,Male,40x
626.9811111111111,1,29,Male/40x,Male,40x
626.9811111111111,1,32,Male/40x,Male,40x
626.9811111111111,1,33,Male/40x,Male,40x
626.9811111111111,1,40,Male/40x,Male,40x
626.9811111111111,1,47,Male/40x,Male,40x
626.9811111111111,1,47,Male/40x,Male,40x
626.9811111111111,1,53,Male/40x,Male,40x
626.9811111111111,1,56,Male/40x,Male,40x
626.9811111111111,1,67,Male/40x,Male,40x
626.9811111111111,1,67,Male/40x,Male,40x
626.9811111111111,1,84,Male/40x,Male,40x
626.9811111111111,1,84,Male/40x,Male,40x
626.9811111111111,1,98,Male/40x,Male,40x
626.9811111111111,1,114,Male/40x,Male,40x
626.9811111111111,1,114,Male/40x,Male,40x
626.9811111111111,1,122,Male/40x,Male,40x
626.9811111111111,1,122,Male/40x,Male,40x
626.9811111111111,1,122,Male/40x,Male,40x
626.9811111111111,1,129,Male/40x,Male,40x
626.9811111111111,1,129,Male/40x,Male,40x
626.9811111111111,1,132,Male/40x,Male,40x
626.9811111111111,1,134,Male/40x,Male,40x
626.9811111111111,1,134,Male/40x,Male,40x
626.9811111111111,1,134,Male/40x,Male,40x
626.9811111111111,1,136,Male/40x,Male,40x
626.9811111111111,1,137,Male/40x,Male,40x
626.9811111111111,1,145,Male/40x,Male,40x
626.9811111111111,1,145,Male/40x,Male,40x
626.9811111111111,1,145,Male/40x,Male,40x
626.9811111111111,1,158,Male/40x,Male,40x
665.7102777777777,1,16,Male/40x,Male,40x
665.7102777777777,1,21,Male/40x,Male,40x
665.7102777777777,1,30,Male/40x,Male,40x
665.7102777777777,1,45,Male/40x,Male,40x
665.7102777777777,1,50,Male/40x,Male,40x
665.7102777777777,1,50,Male/40x,Male,40x
665.7102777777777,1,63,Male/40x,Male,40x
665.7102777777777,1,63,Male/40x,Male,40x
665.7102777777777,1,63,Male/40x,Male,40x
665.7102777777777,1,67,Male/40x,Male,40x
665.7102777777777,1,98,Male/40x,Male,40x
665.7102777777777,1,120,Male/40x,Male,40x
665.7102777777777,1,127,Male/40x,Male,40x
665.7102777777777,1,129,Male/40x,Male,40x
665.7102777777777,1,136,Male/40x,Male,40x
665.7102777777777,1,139,Male/40x,Male,40x
665.7102777777777,1,145,Male/40x,Male,40x
665.7102777777777,1,184,Male/40x,Male,40x
745.8133333333333,1,12,Male/40x,Male,40x
745.8133333333333,1,14,Male/40x,Male,40x
745.8133333333333,1,14,Male/40x,Male,40x
745.8133333333333,1,17,Male/40x,Male,40x
745.8133333333333,1,20,Male/40x,Male,40x
745.8133333333333,1,22,Male/40x,Male,40x
745.8133333333333,1,23,Male/40x,Male,40x
745.8133333333333,1,23,Male/40x,Male,40x
745.8133333333333,1,30,Male/40x,Male,40x
745.8133333333333,1,32,Male/40x,Male,40x
745.8133333333333,1,32,Male/40x,Male,40x
745.8133333333333,1,33,Male/40x,Male,40x
745.8133333333333,1,37,Male/40x,Male,40x
745.8133333333333,1,44,Male/40x,Male,40x
745.8133333333333,1,45,Male/40x,Male,40x
745.8133333333333,1,45,Male/40x,Male,40x
745.8133333333333,1,45,Male/40x,Male,40x
745.8133333333333,1,47,Male/40x,Male,40x
745.8133333333333,1,53,Male/40x,Male,40x
745.8133333333333,1,53,Male/40x,Male,40x
745.8133333333333,1,56,Male/40x,Male,40x
745.8133333333333,1,56,Male/40x,Male,40x
745.8133333333333,1,67,Male/40x,Male,40x
745.8133333333333,1,67,Male/40x,Male,40x
745.8133333333333,1,84,Male/40x,Male,40x
745.8133333333333,1,95,Male/40x,Male,40x
745.8133333333333,1,95,Male/40x,Male,40x
745.8133333333333,1,98,Male/40x,Male,40x
745.8133333333333,1,98,Male/40x,Male,40x
745.8133333333333,1,107,Male/40x,Male,40x
745.8133333333333,1,115,Male/40x,Male,40x
745.8133333333333,1,115,Male/40x,Male,40x
745.8133333333333,1,118,Male/40x,Male,40x
745.8133333333333,1,127,Male/40x,Male,40x
745.8133333333333,1,128,Male/40x,Male,40x
745.8133333333333,1,132,Male/40x,Male,40x
745.8133333333333,1,134,Male/40x,Male,40x
745.8133333333333,1,135,Male/40x,Male,40x
745.8133333333333,1,135,Male/40x,Male,40x
745.8133333333333,1,135,Male/40x,Male,40x
745.8133333333333,1,136,Male/40x,Male,40x
745.8133333333333,1,137,Male/40x,Male,40x
745.8133333333333,1,137,Male/40x,Male,40x
745.8133333333333,1,139,Male/40x,Male,40x
745.8133333333333,1,143,Male/40x,Male,40x
745.8133333333333,1,145,Male/40x,Male,40x
745.8133333333333,1,145,Male/40x,Male,40x
745.8133333333333,1,155,Male/40x,Male,40x
745.8133333333333,1,158,Male/40x,Male,40x
745.8133333333333,1,164,Male/40x,Male,40x
745.8133333333333,1,170,Male/40x,Male,40x
745.8133333333333,1,170,Male/40x,Male,40x
745.8133333333333,1,183,Male/40x,Male,40x
745.8133333333333,1,184,Male/40x,Male,40x
745.8133333333333,1,184,Male/40x,Male,40x
745.8133333333333,1,184,Male/40x,Male,40x
745.8133333333333,1,184,Male/40x,Male,40x
791.7755555555556,1,12,Male/40x,Male,40x
791.7755555555556,1,17,Male/40x,Male,40x
791.7755555555556,1,17,Male/40x,Male,40x
791.7755555555556,1,21,Male/40x,Male,40x
791.7755555555556,1,22,Male/40x,Male,40x
791.7755555555556,1,22,Male/40x,Male,40x
791.7755555555556,1,23,Male/40x,Male,40x
791.7755555555556,1,29,Male/40x,Male,40x
791.7755555555556,1,33,Male/40x,Male,40x
791.7755555555556,1,33,Male/40x,Male,40x
791.7755555555556,1,37,Male/40x,Male,40x
791.7755555555556,1,37,Male/40x,Male,40x
791.7755555555556,1,40,Male/40x,Male,40x
791.7755555555556,1,44,Male/40x,Male,40x
791.7755555555556,1,44,Male/40x,Male,40x
791.7755555555556,1,44,Male/40x,Male,40x
791.7755555555556,1,45,Male/40x,Male,40x
791.7755555555556,1,56,Male/40x,Male,40x
791.7755555555556,1,63,Male/40x,Male,40x
791.7755555555556,1,63,Male/40x,Male,40x
791.7755555555556,1,67,Male/40x,Male,40x
791.7755555555556,1,95,Male/40x,Male,40x
791.7755555555556,1,98,Male/40x,Male,40x
791.7755555555556,1,107,Male/40x,Male,40x
791.7755555555556,1,107,Male/40x,Male,40x
791.7755555555556,1,115,Male/40x,Male,40x
791.7755555555556,1,118,Male/40x,Male,40x
791.7755555555556,1,120,Male/40x,Male,40x
791.7755555555556,1,128,Male/40x,Male,40x
791.7755555555556,1,128,Male/40x,Male,40x
791.7755555555556,1,134,Male/40x,Male,40x
791.7755555555556,1,139,Male/40x,Male,40x
791.7755555555556,1,143,Male/40x,Male,40x
791.7755555555556,1,143,Male/40x,Male,40x
791.7755555555556,1,145,Male/40x,Male,40x
791.7755555555556,1,145,Male/40x,Male,40x
791.7755555555556,1,145,Male/40x,Male,40x
791.7755555555556,1,155,Male/40x,Male,40x
791.7755555555556,1,183,Male/40x,Male,40x
791.7755555555556,1,200,Male/40x,Male,40x
840.3269444444444,1,12,Male/40x,Male,40x
840.3269444444444,1,14,Male/40x,Male,40x
840.3269444444444,1,16,Male/40x,Male,40x
840.3269444444444,1,17,Male/40x,Male,40x
840.3269444444444,1,20,Male/40x,Male,40x
840.3269444444444,1,30,Male/40x,Male,40x
840.3269444444444,1,30,Male/40x,Male,40x
840.3269444444444,1,32,Male/40x,Male,40x
840.3269444444444,1,33,Male/40x,Male,40x
840.3269444444444,1,47,Male/40x,Male,40x
840.3269444444444,1,50,Male/40x,Male,40x
840.3269444444444,1,53,Male/40x,Male,40x
840.3269444444444,1,67,Male/40x,Male,40x
840.3269444444444,1,107,Male/40x,Male,40x
840.3269444444444,1,114,Male/40x,Male,40x
840.3269444444444,1,114,Male/40x,Male,40x
840.3269444444444,1,120,Male/40x,Male,40x
840.3269444444444,1,122,Male/40x,Male,40x
840.3269444444444,1,143,Male/40x,Male,40x
840.3269444444444,1,155,Male/40x,Male,40x
840.3269444444444,1,155,Male/40x,Male,40x
840.3269444444444,1,164,Male/40x,Male,40x
840.3269444444444,1,164,Male/40x,Male,40x
840.3269444444444,1,164,Male/40x,Male,40x
840.3269444444444,1,183,Male/40x,Male,40x
840.3269444444444,0,183,Male/40x,Male,40x
914.3488888888888,1,12,Male/40x,Male,40x
914.3488888888888,1,12,Male/40x,Male,40x
914.3488888888888,1,14,Male/40x,Male,40x
914.3488888888888,1,16,Male/40x,Male,40x
914.3488888888888,1,17,Male/40x,Male,40x
914.3488888888888,1,17,Male/40x,Male,40x
914.3488888888888,1,21,Male/40x,Male,40x
914.3488888888888,1,21,Male/40x,Male,40x
914.3488888888888,1,21,Male/40x,Male,40x
914.3488888888888,1,21,Male/40x,Male,40x
914.3488888888888,1,22,Male/40x,Male,40x
914.3488888888888,1,29,Male/40x,Male,40x
914.3488888888888,1,29,Male/40x,Male,40x
914.3488888888888,1,30,Male/40x,Male,40x
914.3488888888888,1,30,Male/40x,Male,40x
914.3488888888888,1,32,Male/40x,Male,40x
914.3488888888888,1,32,Male/40x,Male,40x
914.3488888888888,1,33,Male/40x,Male,40x
914.3488888888888,1,37,Male/40x,Male,40x
914.3488888888888,1,37,Male/40x,Male,40x
914.3488888888888,1,40,Male/40x,Male,40x
914.3488888888888,1,45,Male/40x,Male,40x
914.3488888888888,1,47,Male/40x,Male,40x
914.3488888888888,1,50,Male/40x,Male,40x
914.3488888888888,1,53,Male/40x,Male,40x
914.3488888888888,1,56,Male/40x,Male,40x
914.3488888888888,1,56,Male/40x,Male,40x
914.3488888888888,1,56,Male/40x,Male,40x
914.3488888888888,1,95,Male/40x,Male,40x
914.3488888888888,1,98,Male/40x,Male,40x
914.3488888888888,1,98,Male/40x,Male,40x
914.3488888888888,1,98,Male/40x,Male,40x
914.3488888888888,1,107,Male/40x,Male,40x
914.3488888888888,1,114,Male/40x,Male,40x
914.3488888888888,1,114,Male/40x,Male,40x
914.3488888888888,1,114,Male/40x,Male,40x
914.3488888888888,1,114,Male/40x,Male,40x
914.3488888888888,1,114,Male/40x,Male,40x
914.3488888888888,1,115,Male/40x,Male,40x
914.3488888888888,1,118,Male/40x,Male,40x
914.3488888888888,1,118,Male/40x,Male,40x
914.3488888888888,1,120,Male/40x,Male,40x
914.3488888888888,1,122,Male/40x,Male,40x
914.3488888888888,1,127,Male/40x,Male,40x
914.3488888888888,1,128,Male/40x,Male,40x
914.3488888888888,1,128,Male/40x,Male,40x
914.3488888888888,1,128,Male/40x,Male,40x
914.3488888888888,1,129,Male/40x,Male,40x
914.3488888888888,1,134,Male/40x,Male,40x
914.3488888888888,1,134,Male/40x,Male,40x
914.3488888888888,1,134,Male/40x,Male,40x
914.3488888888888,1,134,Male/40x,Male,40x
914.3488888888888,1,134,Male/40x,Male,40x
914.3488888888888,1,137,Male/40x,Male,40x
914.3488888888888,1,137,Male/40x,Male,40x
914.3488888888888,1,137,Male/40x,Male,40x
914.3488888888888,1,137,Male/40x,Male,40x
914.3488888888888,1,137,Male/40x,Male,40x
914.3488888888888,1,137,Male/40x,Male,40x
914.3488888888888,1,139,Male/40x,Male,40x
914.3488888888888,1,139,Male/40x,Male,40x
914.3488888888888,1,139,Male/40x,Male,40x
914.3488888888888,1,143,Male/40x,Male,40x
914.3488888888888,1,155,Male/40x,Male,40x
914.3488888888888,1,158,Male/40x,Male,40x
914.3488888888888,1,158,Male/40x,Male,40x
914.3488888888888,1,158,Male/40x,Male,40x
914.3488888888888,1,158,Male/40x,Male,40x
914.3488888888888,1,164,Male/40x,Male,40x
914.3488888888888,1,170,Male/40x,Male,40x
914.3488888888888,1,170,Male/40x,Male,40x
914.3488888888888,1,170,Male/40x,Male,40x
914.3488888888888,1,183,Male/40x,Male,40x
914.3488888888888,1,184,Male/40x,Male,40x
914.3488888888888,1,184,Male/40x,Male,40x
914.3488888888888,1,200,Male/40x,Male,40x
914.3488888888888,1,200,Male/40x,Male,40x
914.3488888888888,1,200,Male/40x,Male,40x
914.3488888888888,1,200,Male/40x,Male,40x
958.0541666666667,1,12,Male/40x,Male,40x
958.0541666666667,1,12,Male/40x,Male,40x
958.0541666666667,1,16,Male/40x,Male,40x
958.0541666666667,1,16,Male/40x,Male,40x
958.0541666666667,1,16,Male/40x,Male,40x
958.0541666666667,1,16,Male/40x,Male,40x
958.0541666666667,1,17,Male/40x,Male,40x
958.0541666666667,1,29,Male/40x,Male,40x
958.0541666666667,1,30,Male/40x,Male,40x
958.0541666666667,1,32,Male/40x,Male,40x
958.0541666666667,1,33,Male/40x,Male,40x
958.0541666666667,1,44,Male/40x,Male,40x
958.0541666666667,1,50,Male/40x,Male,40x
958.0541666666667,1,56,Male/40x,Male,40x
958.0541666666667,1,56,Male/40x,Male,40x
958.0541666666667,1,63,Male/40x,Male,40x
958.0541666666667,1,67,Male/40x,Male,40x
958.0541666666667,1,84,Male/40x,Male,40x
958.0541666666667,1,84,Male/40x,Male,40x
958.0541666666667,1,84,Male/40x,Male,40x
958.0541666666667,1,84,Male/40x,Male,40x
958.0541666666667,1,107,Male/40x,Male,40x
958.0541666666667,1,107,Male/40x,Male,40x
958.0541666666667,1,114,Male/40x,Male,40x
958.0541666666667,1,115,Male/40x,Male,40x
958.0541666666667,1,115,Male/40x,Male,40x
958.0541666666667,1,118,Male/40x,Male,40x
958.0541666666667,1,120,Male/40x,Male,40x
958.0541666666667,1,120,Male/40x,Male,40x
958.0541666666667,1,120,Male/40x,Male,40x
958.0541666666667,1,127,Male/40x,Male,40x
958.0541666666667,1,127,Male/40x,Male,40x
958.0541666666667,1,128,Male/40x,Male,40x
958.0541666666667,1,129,Male/40x,Male,40x
958.0541666666667,1,134,Male/40x,Male,40x
958.0541666666667,1,136,Male/40x,Male,40x
958.0541666666667,1,137,Male/40x,Male,40x
958.0541666666667,1,143,Male/40x,Male,40x
958.0541666666667,1,145,Male/40x,Male,40x
958.0541666666667,1,158,Male/40x,Male,40x
958.0541666666667,1,158,Male/40x,Male,40x
958.0541666666667,1,170,Male/40x,Male,40x
958.0541666666667,1,183,Male/40x,Male,40x
958.0541666666667,1,184,Male/40x,Male,40x
958.0541666666667,1,184,Male/40x,Male,40x
958.0541666666667,1,200,Male/40x,Male,40x
958.0541666666667,1,200,Male/40x,Male,40x
